Env	clone	rep	grad	dap	pil
E3	C092	59	12.65	9.93	16
E3	C092	60	12.65	12.25	16
E3	C093	31	12.65	13.5	16
E3	C093	32	12.65	13.18	20
E3	C093	33	12.65	13.72	18.5
E3	C093	34	12.65	13.69	20
E3	C093	35	12.65	13.15	18
E3	C093	36	12.65	14.83	19.5
E3	C093	37	12.65	NA	NA
E3	C093	38	12.65	13.21	18.5
E3	C093	39	12.65	14.9	13.5
E3	C093	40	12.65	12.8	20.5
E3	C093	41	12.65	12.99	17.5
E3	C093	42	12.65	13.59	18
E3	C093	43	12.65	11.62	17
E3	C093	44	12.65	NA	NA
E3	C093	45	12.65	10.5	17.5
E3	C093	46	12.65	13.27	17.5
E3	C093	47	12.65	11.55	23
E3	C093	48	12.65	11.94	16.5
E3	C093	49	12.65	9.74	21
E3	C093	50	12.65	11.84	23.5
E3	C093	51	12.65	14.74	23.5
E3	C093	52	12.65	13.53	22
E3	C093	53	12.65	12.73	19.5
E3	C093	54	12.65	NA	NA
E3	C093	55	12.65	13.37	20.5
E3	C093	56	12.65	13.59	26
E3	C093	57	12.65	NA	NA
E3	C093	58	12.65	12.61	23
E3	C093	59	12.65	14.83	24
E3	C093	60	12.65	11.43	24.5
E3	C094	31	12.65	12.1	18
E3	C094	32	12.65	11.36	20.5
E3	C094	33	12.65	13.85	18.5
E3	C094	34	12.65	13.72	20.5
E3	C094	35	12.65	12.73	20.5
E3	C094	36	12.65	14.32	18.5
E3	C094	37	12.65	11.3	22.5
E3	C094	38	12.65	15.6	17.5
E3	C094	39	12.65	13.75	19.5
E3	C094	40	12.65	13.46	19
E3	C094	41	12.65	14.32	18
E3	C094	42	12.65	15.22	17
E3	C094	43	12.65	13.05	19.5
E3	C094	44	12.65	12.1	17
E3	C094	45	12.65	15.09	18
E3	C094	46	12.65	8.59	22
E3	C094	47	12.65	14.39	17.5
E3	C094	48	12.65	14.58	17.5
E3	C094	49	12.65	11.94	19.5
E3	C094	50	12.65	14.32	19
E3	C094	51	12.65	12.99	18.5
E3	C094	52	12.65	NA	NA
E3	C094	53	12.65	11.17	17
E3	C094	54	12.65	12.76	14
E3	C094	55	12.65	13.53	17.5
E3	C094	56	12.65	15.09	17.5
E3	C094	57	12.65	14.32	15.5
E3	C094	58	12.65	13.75	16.5
E3	C094	59	12.65	14.55	14.5
E3	C094	60	12.65	13.37	16.5
E3	C095	31	12.65	13.21	18.5
E3	C095	32	12.65	12.83	18
E3	C095	33	12.65	NA	NA
E3	C095	34	12.65	4.62	20
E3	C095	35	12.65	12.1	21
E3	C095	36	12.65	14.96	17.5
E3	C095	37	12.65	15.22	17
E3	C095	38	12.65	13.31	19
E3	C095	39	12.65	15.44	18.5
E3	C095	40	12.65	NA	NA
E3	C095	41	12.65	12.1	19.5
E3	C095	42	12.65	11.3	19.5
E3	C095	43	12.65	12.73	19
E3	C095	44	12.65	11.46	20
E3	C095	45	12.65	10.82	23
E3	C095	46	12.65	13.24	17
E3	C095	47	12.65	11.49	19.5
E3	C095	48	12.65	10.89	20
E3	C095	49	12.65	12.73	19
E3	C095	50	12.65	13.11	17
E3	C095	51	12.65	11.3	19.5
E3	C095	52	12.65	13.72	17.5
E3	C095	53	12.65	13.78	14.5
E3	C095	54	12.65	15.28	14
E3	C095	55	12.65	14.8	15
E3	C095	56	12.65	13.05	19
E3	C095	57	12.65	15.02	16.5
E3	C095	58	12.65	12.29	17
E3	C095	59	12.65	14.01	14.5
E3	C095	60	12.65	12.73	16
E3	C096	31	12.65	14.74	19
E3	C096	32	12.65	15.53	20.5
E3	C096	33	12.65	NA	NA
E3	C096	34	12.65	13.08	22
E3	C096	35	12.65	12.96	23
E3	C096	36	12.65	13.59	20
E3	C096	37	12.65	12.61	22
E3	C096	38	12.65	15.02	19.5
E3	C096	39	12.65	13.37	22
E3	C096	40	12.65	14.96	19.5
E3	C096	41	12.65	13.69	21
E3	C096	42	12.65	13.53	21
E3	C096	43	12.65	14.32	20.5
E3	C096	44	12.65	9.07	18.5
E3	C096	45	12.65	NA	NA
E3	C096	46	12.65	14.07	21
E3	C096	47	12.65	15.25	18
E3	C096	48	12.65	11.94	23
E3	C096	49	12.65	12.29	22
E3	C096	50	12.65	13.88	20.5
E3	C096	51	12.65	10.66	18
E3	C096	52	12.65	12.92	19
E3	C096	53	12.65	15.28	12
E3	C096	54	12.65	16.77	15.5
E3	C096	55	12.65	16.3	15.5
E3	C096	56	12.65	14.2	17.5
E3	C096	57	12.65	15.02	16
E3	C097	31	12.65	14.32	23
E3	C097	32	12.65	10.66	26.5
E3	C097	33	12.65	12.67	24.5
E3	C097	34	12.65	10.82	24
E3	C097	35	12.65	13.69	23
E3	C097	36	12.65	14.16	23.5
E3	C097	37	12.65	13.27	24
E3	C097	38	12.65	13.85	22
E3	C097	39	12.65	11.36	23.5
E3	C097	40	12.65	14.32	25.5
E3	C097	41	12.65	15.28	23
E3	C097	42	12.65	11.65	26
E3	C097	43	12.65	14.26	23
E3	C097	44	12.65	14.39	19
E3	C097	45	12.65	11.52	23.5
E3	C097	46	12.65	13.53	24
E3	C097	47	12.65	14.58	21.5
E3	C097	48	12.65	8.34	25.5
E3	C097	49	12.65	11.97	23
E3	C097	50	12.65	13.37	23.5
E3	C097	51	12.65	13.78	22.5
E3	C097	52	12.65	12	22
E3	C097	53	12.65	15.44	15.5
E3	C097	54	12.65	15.6	18
E3	C097	55	12.65	14.58	18.5
E3	C097	56	12.65	15.09	21.5
E3	C097	57	12.65	14.48	21
E3	C097	58	12.65	14.16	18.5
E3	C097	59	12.65	14.01	19
E3	C097	60	12.65	14.2	18
E3	C098	31	12.65	13.21	20
E3	C098	32	12.65	10.28	22.5
E3	C098	33	12.65	12.35	22.5
E3	C098	34	12.65	9.39	25
E3	C098	35	12.65	10.98	23
E3	C098	36	12.65	11.65	22.5
E3	C098	37	12.65	11.84	21.5
E3	C098	38	12.65	12	21.5
E3	C098	39	12.65	12.73	23
E3	C098	40	12.65	12.73	22.5
E3	C098	41	12.65	13.27	21.5
E3	C098	42	12.65	12.96	22
E3	C098	43	12.65	10.12	22
E3	C098	44	12.65	10.82	16.5
E3	C098	45	12.65	5.89	18.5
E3	C098	46	12.65	12.57	20
E3	C098	47	12.65	12.41	17
E3	C098	48	12.65	NA	NA
E3	C098	49	12.65	10.7	18.5
E3	C098	50	12.65	12.1	22.5
E3	C098	51	12.65	11.14	19.5
E3	C098	52	12.65	13.53	21.5
E3	C098	53	12.65	14.48	15
E3	C098	54	12.65	11.3	15
E3	C098	55	12.65	10.98	19.5
E3	C098	56	12.65	13.62	18
E3	C098	57	12.65	NA	NA
E3	C098	58	12.65	11.84	16.5
E3	C098	59	12.65	11.94	16.5
E3	C098	60	12.65	12.22	18
E3	C099	31	12.65	14.39	17
E3	C099	32	12.65	12.45	17
E3	C099	33	12.65	14.32	16.5
E3	C099	34	12.65	13.69	19.5
E3	C099	35	12.65	13.85	19.5
E3	C099	36	12.65	13.88	19
E3	C099	37	12.65	13.37	21
E3	C099	38	12.65	14.96	17.5
E3	C099	39	12.65	13.69	17
E3	C099	40	12.65	14.32	16
E3	C099	41	12.65	14.58	16.5
E3	C099	42	12.65	14.07	15
E3	C099	43	12.65	12.25	17
E3	C099	44	12.65	12.1	16.5
E3	C099	45	12.65	12.8	17
E3	C099	46	12.65	13.11	15.5
E3	C099	47	12.65	NA	NA
E3	C099	48	12.65	11.27	23
E3	C099	49	12.65	13.72	20.5
E3	C099	50	12.65	11.84	22.5
E3	C099	51	12.65	14.01	22
E3	C099	52	12.65	14.58	20
E3	C099	53	12.65	14.74	21
E3	C099	54	12.65	NA	NA
E3	C099	55	12.65	14.16	21.5
E3	C099	56	12.65	NA	NA
E3	C099	57	12.65	14.01	26
E3	C099	58	12.65	15.22	23
E3	C099	59	12.65	15.53	22.5
E3	C099	60	12.65	12.1	23.5
E3	C100	31	12.65	NA	NA
E3	C100	32	12.65	12.16	19.5
E3	C100	33	12.65	11.14	19
E3	C100	34	12.65	13.05	19
E3	C100	35	12.65	12.22	21
E3	C100	36	12.65	12.7	18.5
E3	C100	37	12.65	15.02	18.5
E3	C100	38	12.65	12	18
E3	C100	39	12.65	NA	NA
E3	C100	40	12.65	15.12	14.5
E3	C100	41	12.65	13.5	17.5
E3	C100	42	12.65	13.81	15.5
E3	C100	43	12.65	NA	NA
E3	C100	44	12.65	11.46	17.5
E3	C100	45	12.65	12.73	14.5
E3	C100	46	12.65	13.11	17.5
E3	C100	47	12.65	13.18	15.5
E3	C100	48	12.65	12.54	19.5
E3	C100	49	12.65	12.83	20
E3	C100	50	12.65	12.54	21
E3	C100	51	12.65	10.66	24.5
E3	C100	52	12.65	NA	NA
E3	C100	53	12.65	12.35	24
E3	C100	54	12.65	13.34	24
E3	C100	55	12.65	13.88	21
E3	C100	56	12.65	13.46	24
E3	C100	57	12.65	NA	NA
E3	C101	31	12.65	15.28	24
E3	C101	32	12.65	15.44	27
E3	C101	33	12.65	11.33	24
E3	C101	34	12.65	14.01	27.5
E3	C101	35	12.65	14.32	24.5
E3	C101	36	12.65	9.93	25
E3	C101	37	12.65	10.5	26.5
E3	C101	38	12.65	12.41	27
E3	C101	39	12.65	13.69	26
E3	C101	40	12.65	11.94	24
E3	C101	41	12.65	8.79	16.5
E3	C101	42	12.65	12.41	23.5
E3	C101	43	12.65	10.35	24
E3	C101	44	12.65	9.23	23
E3	C101	45	12.65	13.85	27
E3	C101	46	12.65	10.82	26.5
E3	C101	47	12.65	8.75	24.5
E3	C101	48	12.65	9.71	25
E3	C101	49	12.65	11.08	22
E3	C101	50	12.65	11.14	26
E3	C101	51	12.65	10.57	26.5
E3	C101	52	12.65	10.66	23
E3	C101	53	12.65	14.71	20.5
E3	C101	54	12.65	NA	NA
E3	C101	55	12.65	NA	NA
E3	C101	56	12.65	12.06	21
E3	C101	57	12.65	12.19	23
E3	C101	58	12.65	10.66	21
E3	C101	59	12.65	12.03	18
E3	C101	60	12.65	11.43	19.5
E3	C102	31	12.65	13.59	14
E3	C102	32	12.65	12.57	15
E3	C102	33	12.65	10.92	14.5
E3	C102	34	12.65	10.54	16
E3	C102	35	12.65	11.4	15.5
E3	C102	36	12.65	14.32	14
E3	C102	37	12.65	11.46	15
E3	C102	38	12.65	7.07	15.5
E3	C102	39	12.65	10.09	11.5
E3	C102	40	12.65	12.1	13.5
E3	C102	41	12.65	11.3	14
E3	C102	42	12.65	12.48	11
E3	C102	43	12.65	11.59	13.5
E3	C102	44	12.65	10.85	11.5
E3	C102	45	12.65	11.46	11
E3	C102	46	12.65	10.98	12.5
E3	C102	47	12.65	11.55	12.5
E3	C102	48	12.65	12.1	17
E3	C102	49	12.65	11.78	18
E3	C102	50	12.65	9.04	18.5
E3	C102	51	12.65	8.91	16.5
E3	C102	52	12.65	12.48	17.5
E3	C102	53	12.65	8.34	17.5
E3	C102	54	12.65	10.5	18.5
E3	C102	55	12.65	10.44	17
E3	C102	56	12.65	14.64	17.5
E3	C102	57	12.65	13.69	16
E3	C102	58	12.65	12.16	17.5
E3	C102	59	12.65	14.77	16.5
E3	C102	60	12.65	10.57	18
E3	C103	31	12.65	12.03	14.5
E3	C103	32	12.65	12.22	15.5
E3	C103	33	12.65	14.01	16.5
E3	C103	34	12.65	10.85	16
E3	C103	35	12.65	12.57	16.5
E3	C103	36	12.65	12.57	18
E3	C103	37	12.65	14.39	17.5
E3	C103	38	12.65	14.26	16
E3	C103	39	12.65	12.57	15.5
E3	C103	40	12.65	NA	NA
E3	C103	41	12.65	14.39	14.5
E3	C103	42	12.65	13.59	13
E3	C103	43	12.65	13.15	14
E3	C103	44	12.65	12.45	14.5
E3	C103	45	12.65	12.64	12.5
E3	C103	46	12.65	9.61	14
E3	C103	47	12.65	11.62	19
E3	C103	48	12.65	12.16	18
E3	C103	49	12.65	11.27	18.5
E3	C103	50	12.65	13.21	17.5
E3	C103	51	12.65	14.55	20
E3	C103	52	12.65	12.16	19.5
E3	C103	53	12.65	13.31	18.5
E3	C103	54	12.65	11.94	18
E3	C103	55	12.65	13.69	18
E3	C103	56	12.65	16.07	18.5
E3	C103	57	12.65	14.45	21
E3	C103	58	12.65	12.89	19.5
E3	C103	59	12.65	12.99	19
E3	C103	60	12.65	13.53	17.5
E3	C104	31	12.65	8.72	21.5
E3	C104	32	12.65	10.41	23
E3	C104	33	12.65	12.29	19.5
E3	C104	34	12.65	10.41	23
E3	C104	35	12.65	10.03	20.5
E3	C104	36	12.65	10.19	21
E3	C104	37	12.65	10.66	21
E3	C104	38	12.65	11.78	22.5
E3	C104	39	12.65	11.43	20.5
E3	C104	40	12.65	9.8	24.5
E3	C104	41	12.65	11.17	21.5
E3	C104	42	12.65	12.54	24
E3	C104	43	12.65	10.44	24.5
E3	C104	44	12.65	10.5	23
E3	C104	45	12.65	10.19	23
E3	C104	46	12.65	12.16	23.5
E3	C104	47	12.65	10.66	22
E3	C104	48	12.65	11.52	21
E3	C104	49	12.65	11.52	22.5
E3	C104	50	12.65	10.03	20.5
E3	C104	51	12.65	9.87	21.5
E3	C104	52	12.65	9.07	22.5
E3	C104	53	12.65	NA	NA
E3	C104	54	12.65	NA	NA
E3	C104	55	12.65	12.1	17
E3	C104	56	12.65	11.01	19
E3	C104	57	12.65	11.24	19.5
E3	C104	58	12.65	11.01	18.5
E3	C104	59	12.65	11.33	15.5
E3	C104	60	12.65	11.14	17
E3	C105	31	12.65	14.71	17
E3	C105	32	12.65	14.77	16
E3	C105	33	12.65	14.77	16
E3	C105	34	12.65	14.9	15.5
E3	C105	35	12.65	14.71	16.5
E3	C105	36	12.65	13.11	16
E3	C105	37	12.65	14.42	18
E3	C105	38	12.65	14.26	15.5
E3	C105	39	12.65	14.48	15
E3	C105	40	12.65	14.55	14.5
E3	C105	41	12.65	14.36	15.5
E3	C105	42	12.65	14.26	14.5
E3	C105	43	12.65	13.24	14.5
E3	C105	44	12.65	14.01	13.5
E3	C105	45	12.65	12.06	15
E3	C105	46	12.65	13.05	14
E3	C105	47	12.65	12.86	18.5
E3	C105	48	12.65	14.42	18
E3	C105	49	12.65	14.2	17.5
E3	C105	50	12.65	13.85	19.5
E3	C105	51	12.65	15.82	18.5
E3	C105	52	12.65	15.47	19.5
E3	C105	53	12.65	12.89	20
E3	C105	54	12.65	14.8	19
E3	C105	55	12.65	14.8	17.5
E3	C105	56	12.65	15.44	19
E3	C105	57	12.65	NA	NA
E3	C105	58	12.65	15.6	19
E3	C105	59	12.65	14.39	21.5
E3	C105	60	12.65	NA	NA
E3	C106	31	12.65	14.9	16
E3	C106	32	12.65	9.87	16
E3	C106	33	12.65	10.54	21.5
E3	C106	34	12.65	13.69	15.5
E3	C106	35	12.65	10.03	14
E3	C106	36	12.65	14.01	19
E3	C106	37	12.65	NA	NA
E3	C106	38	12.65	15.41	15.5
E3	C106	39	12.65	NA	NA
E3	C106	40	12.65	11.3	14
E3	C106	41	12.65	14.01	17
E3	C106	42	12.65	NA	NA
E3	C106	43	12.65	11.27	14
E3	C106	44	12.65	NA	NA
E3	C106	45	12.65	11.94	16
E3	C106	46	12.65	14.01	15
E3	C106	47	12.65	14.48	11.5
E3	C106	48	12.65	13.69	18
E3	C106	49	12.65	13.69	20
E3	C106	50	12.65	14.07	20.5
E3	C106	51	12.65	14.45	20.5
E3	C106	52	12.65	13.88	18
E3	C106	53	12.65	NA	NA
E3	C106	54	12.65	13.05	21
E3	C106	55	12.65	14.96	17
E3	C106	56	12.65	14.07	19
E3	C106	57	12.65	13.43	22.5
E3	C106	58	12.65	15.98	18.5
E3	C106	59	12.65	11.05	20
E3	C106	60	12.65	11.94	20.5
E3	C107	31	12.65	14.16	16.5
E3	C107	32	12.65	14.16	17.5
E3	C107	33	12.65	14.64	18.5
E3	C107	34	12.65	13.46	18
E3	C107	35	12.65	14.16	13
E3	C107	36	12.65	14.48	17.5
E3	C107	37	12.65	13.53	18
E3	C107	38	12.65	14.87	15
E3	C107	39	12.65	14.01	18.5
E3	C107	40	12.65	14.07	16.5
E3	C107	41	12.65	14.64	15
E3	C107	42	12.65	13.91	14
E3	C107	43	12.65	NA	NA
E3	C107	44	12.65	10.35	16.5
E3	C107	45	12.65	10.89	15
E3	C107	46	12.65	13.88	15
E3	C107	47	12.65	10.63	18.5
E3	C107	48	12.65	14.16	16.5
E3	C107	49	12.65	11.3	21
E3	C107	50	12.65	12.8	18.5
E3	C107	51	12.65	11.78	17.5
E3	C107	52	12.65	12.67	16.5
E3	C107	53	12.65	13.15	19
E3	C107	54	12.65	13.88	21.5
E3	C107	55	12.65	13.69	20
E3	C107	56	12.65	14.96	18
E3	C107	57	12.65	12.54	21.5
E3	C107	58	12.65	14.58	18.5
E3	C107	59	12.65	13.31	20
E3	C107	60	12.65	11.78	19.5
E3	C108	31	12.65	12.38	16.5
E3	C108	32	12.65	13.43	16.5
E3	C108	33	12.65	9.61	17.5
E3	C108	34	12.65	13.56	18
E3	C108	35	12.65	13.37	17.5
E3	C108	36	12.65	12.41	17
E3	C108	37	12.65	12.25	17.5
E3	C108	38	12.65	11.33	19.5
E3	C108	39	12.65	14.01	16.5
E3	C108	40	12.65	13.05	19.5
E3	C108	41	12.65	13.75	16
E3	C108	42	12.65	11.3	17.5
E3	C108	43	12.65	13.21	14
E3	C108	44	12.65	10.76	17.5
E3	C108	45	12.65	9.87	16.5
E3	C108	46	12.65	12.48	16.5
E3	C108	47	12.65	12.57	17.5
E3	C108	48	12.65	13.91	16.5
E3	C108	49	12.65	12.1	17.5
E3	C108	50	12.65	10.92	18.5
E3	C108	51	12.65	10.41	20
E3	C108	52	12.65	8.94	18
E3	C108	53	12.65	12.25	16.5
E3	C108	54	12.65	13.94	13
E3	C108	55	12.65	14.16	13
E3	C108	56	12.65	11.46	16.5
E3	C108	57	12.65	10.98	18
E3	C108	58	12.65	12.89	15.5
E3	C108	59	12.65	14.48	12
E3	C108	60	12.65	13.81	14
E3	C109	31	12.65	13.62	14.5
E3	C109	32	12.65	13.81	16.5
E3	C109	33	12.65	13.15	15.5
E3	C109	34	12.65	NA	NA
E3	C109	35	12.65	14.29	16
E3	C109	36	12.65	4.87	18.5
E3	C109	37	12.65	13.94	17
E3	C109	38	12.65	14.55	16
E3	C109	39	12.65	11.14	15.5
E3	C109	40	12.65	13.69	15.5
E3	C109	41	12.65	15.5	14
E3	C109	42	12.65	NA	NA
E3	C109	43	12.65	11.4	14
E3	C109	44	12.65	11.3	14
E3	C109	45	12.65	12.13	14
E3	C109	46	12.65	13.53	13.5
E3	C109	47	12.65	12.73	18
E3	C109	48	12.65	13.69	19.5
E3	C109	49	12.65	13.56	18.5
E3	C109	50	12.65	NA	NA
E3	C109	51	12.65	NA	NA
E3	C109	52	12.65	12.38	18
E3	C109	53	12.65	13.11	19
E3	C109	54	12.65	NA	NA
E3	C109	55	12.65	13.75	18.5
E3	C109	56	12.65	14.64	20
E3	C109	57	12.65	14.16	19
E3	C109	58	12.65	16.14	18.5
E3	C109	59	12.65	12.99	19.5
E3	C109	60	12.65	12.73	20.5
E3	C110	31	12.65	14.71	15.5
E3	C110	32	12.65	13.37	17
E3	C110	33	12.65	13.4	18
E3	C110	34	12.65	NA	NA
E3	C110	35	12.65	13.53	15.5
E3	C110	36	12.65	12.32	19
E3	C110	37	12.65	11.14	20.5
E3	C110	38	12.65	11.84	17.5
E3	C110	39	12.65	14.64	11.5
E3	C110	40	12.65	15.85	12.5
E3	C110	41	12.65	13.91	13.5
E3	C110	42	12.65	12.35	17
E3	C110	43	12.65	11.78	14.5
E3	C110	44	12.65	12.99	14
E3	C110	45	12.65	13.37	16.5
E3	C110	46	12.65	14.16	15
E3	C110	47	12.65	12	15.5
E3	C110	48	12.65	12.92	20
E3	C110	49	12.65	12.99	21.5
E3	C110	50	12.65	15.98	15.5
E3	C110	51	12.65	14.16	20
E3	C110	52	12.65	10.41	23
E3	C110	53	12.65	15.02	20.5
E3	C110	54	12.65	13.85	18.5
E3	C110	55	12.65	12.99	19.5
E3	C110	56	12.65	11.65	20
E3	C110	57	12.65	14.42	22.5
E3	C110	58	12.65	11.71	22.5
E3	C110	59	12.65	14.61	18.5
E3	C110	60	12.65	14.71	19
E3	C111	31	12.65	11.94	15.5
E3	C111	32	12.65	14.13	16
E3	C111	33	12.65	13.46	15
E3	C111	34	12.65	14.71	15.5
E3	C111	35	12.65	NA	NA
E3	C111	36	12.65	15.12	16
E3	C111	37	12.65	14.26	16.5
E3	C111	38	12.65	14.64	15
E3	C111	39	12.65	14.26	16
E3	C111	40	12.65	NA	NA
E3	C111	41	12.65	14.55	15
E3	C111	42	12.65	15.5	12.5
E3	C111	43	12.65	12.61	15
E3	C111	44	12.65	11.24	14
E3	C111	45	12.65	11.59	13
E3	C111	46	12.65	13.05	14
E3	C111	47	12.65	8.59	14
E3	C111	48	12.65	13.21	17
E3	C111	49	12.65	11.9	18
E3	C111	50	12.65	15.09	15.5
E3	C111	51	12.65	14.13	19.5
E3	C111	52	12.65	10.38	19.5
E3	C111	53	12.65	13.85	17.5
E3	C111	54	12.65	NA	NA
E3	C111	55	12.65	14.39	17.5
E3	C111	56	12.65	15.28	19
E3	C111	57	12.65	7.8	22.5
E3	C111	58	12.65	14.39	19
E3	C111	59	12.65	NA	NA
E3	C111	60	12.65	14.48	18.5
E3	C112	31	12.65	14.13	14
E3	C112	32	12.65	14.42	16
E3	C112	33	12.65	NA	NA
E3	C112	34	12.65	14.04	15
E3	C112	35	12.65	NA	NA
E3	C112	36	12.65	NA	NA
E3	C112	37	12.65	14.13	15
E3	C112	38	12.65	13.24	16.5
E3	C112	39	12.65	14.58	12
E3	C112	40	12.65	13.31	13
E3	C112	41	12.65	13.94	13.5
E3	C112	42	12.65	15.28	14.5
E3	C112	43	12.65	11.46	13
E3	C112	44	12.65	13.18	13.5
E3	C112	45	12.65	9.87	14
E3	C112	46	12.65	13.81	13.5
E3	C112	47	12.65	12.57	15.5
E3	C112	48	12.65	12.13	19.5
E3	C112	49	12.65	13.4	17
E3	C112	50	12.65	14.39	18.5
E3	C112	51	12.65	14.1	17
E3	C112	52	12.65	13.05	18
E3	C112	53	12.65	10.44	17
E3	C112	54	12.65	NA	NA
E3	C112	55	12.65	NA	NA
E3	C112	56	12.65	15.02	19
E3	C112	57	12.65	14.8	19.5
E3	C112	58	12.65	14.71	18
E3	C112	59	12.65	NA	NA
E3	C112	60	12.65	NA	NA
E3	C113	31	12.65	11.08	18.5
E3	C113	32	12.65	13.02	17
E3	C113	33	12.65	14.2	16
E3	C113	34	12.65	8.66	20.5
E3	C113	35	12.65	11.87	20
E3	C113	36	12.65	11.3	19.5
E3	C113	37	12.65	7	17
E3	C113	38	12.65	13.69	18
E3	C113	39	12.65	12.73	17.5
E3	C113	40	12.65	8.91	20.5
E3	C113	41	12.65	11.52	19.5
E3	C113	42	12.65	10.5	18.5
E3	C113	43	12.65	9.39	17
E3	C113	44	12.65	13.11	16.5
E3	C113	45	12.65	12.89	16.5
E3	C113	46	12.65	12.89	18
E3	C113	47	12.65	10.85	19.5
E3	C113	48	12.65	9.64	22
E3	C113	49	12.65	11.46	18
E3	C113	50	12.65	12.1	16
E3	C113	51	12.65	12.29	16.5
E3	C113	52	12.65	11.78	19
E3	C113	53	12.65	13.37	14
E3	C113	54	12.65	13.97	10.5
E3	C113	55	12.65	13.53	15
E3	C113	56	12.65	NA	NA
E3	C113	57	12.65	9.49	16
E3	C113	58	12.65	14.16	17
E3	C113	59	12.65	12.41	15.5
E3	C113	60	12.65	9.29	12
E3	C114	31	12.65	13.27	16.5
E3	C114	32	12.65	14.26	18.5
E3	C114	33	12.65	13.08	21.5
E3	C114	34	12.65	14.87	18
E3	C114	35	12.65	12.57	21.5
E3	C114	36	12.65	13.11	20
E3	C114	37	12.65	14.45	19
E3	C114	38	12.65	15.28	19
E3	C114	39	12.65	15.5	18
E3	C114	40	12.65	12.96	21.5
E3	C114	41	12.65	14.71	19
E3	C114	42	12.65	14.36	15.5
E3	C114	43	12.65	12.67	21
E3	C114	44	12.65	14.32	18.5
E3	C114	45	12.65	15.12	18
E3	C114	46	12.65	12.99	20
E3	C114	47	12.65	10.89	21.5
E3	C114	48	12.65	13.91	20
E3	C114	49	12.65	13.59	19.5
E3	C114	50	12.65	10.41	21
E3	C114	51	12.65	13.27	20
E3	C114	52	12.65	13.85	21.5
E3	C114	53	12.65	NA	NA
E3	C114	54	12.65	16.84	13
E3	C114	55	12.65	14.1	16.5
E3	C114	56	12.65	13.43	19
E3	C114	57	12.65	15.06	18
E3	C114	58	12.65	14.2	17
E3	C114	59	12.65	14.42	15.5
E3	C114	60	12.65	15.92	14
E3	C115	31	12.65	NA	NA
E3	C115	32	12.65	13.4	18.5
E3	C115	33	12.65	14.32	19
E3	C115	34	12.65	14.8	19
E3	C115	35	12.65	13.91	21
E3	C115	36	12.65	13.85	19.5
E3	C115	37	12.65	11.62	20.5
E3	C115	38	12.65	14.87	19
E3	C115	39	12.65	8.18	19
E3	C115	40	12.65	13.85	19.5
E3	C115	41	12.65	11.84	20.5
E3	C115	42	12.65	13.88	20
E3	C115	43	12.65	14.13	19.5
E3	C115	44	12.65	15.28	19
E3	C115	45	12.65	15.34	18
E3	C115	46	12.65	12.86	21.5
E3	C115	47	12.65	9.55	20
E3	C115	48	12.65	12.13	19
E3	C115	49	12.65	13.91	18.5
E3	C115	50	12.65	14.8	19.5
E3	C115	51	12.65	14.1	17.5
E3	C115	52	12.65	13.69	21
E3	C115	53	12.65	15.28	13.5
E3	C115	54	12.65	16.17	13
E3	C115	55	12.65	10.92	16
E3	C115	56	12.65	14.39	17
E3	C115	57	12.65	15.5	16.5
E3	C115	58	12.65	14.55	17.5
E3	C115	59	12.65	13.15	15
E3	C115	60	12.65	15.66	13
E3	C116	31	12.65	14.87	11.5
E3	C116	32	12.65	13.18	16.5
E3	C116	33	12.65	14.32	15.5
E3	C116	34	12.65	12.16	14.5
E3	C116	35	12.65	10.82	19.5
E3	C116	36	12.65	13.31	17
E3	C116	37	12.65	13.75	14.5
E3	C116	38	12.65	14.23	16
E3	C116	39	12.65	NA	NA
E3	C116	40	12.65	11.84	16.5
E3	C116	41	12.65	NA	NA
E3	C116	42	12.65	12.41	13
E3	C116	43	12.65	11.71	13.5
E3	C116	44	12.65	13.24	12.5
E3	C116	45	12.65	13.43	14
E3	C116	46	12.65	14.45	12.5
E3	C116	47	12.65	10.28	16
E3	C116	48	12.65	11.17	15
E3	C116	49	12.65	13.94	18
E3	C116	50	12.65	12.1	18
E3	C116	51	12.65	9.96	19
E3	C116	52	12.65	13.46	19.5
E3	C116	53	12.65	15.28	17.5
E3	C116	54	12.65	14.16	19
E3	C116	55	12.65	13.21	17.5
E3	C116	56	12.65	14.87	20.5
E3	C116	57	12.65	14.01	18.5
E3	C116	58	12.65	11.62	18.5
E3	C116	59	12.65	7.23	20.5
E3	C116	60	12.65	14.42	17
E3	C117	31	12.65	9.71	17
E3	C117	32	12.65	11.78	17
E3	C117	33	12.65	NA	NA
E3	C117	34	12.65	13.97	16
E3	C117	35	12.65	13.37	17
E3	C117	36	12.65	14.04	16
E3	C117	37	12.65	NA	NA
E3	C117	38	12.65	12.41	17
E3	C117	39	12.65	10.95	16.5
E3	C117	40	12.65	12.54	17
E3	C117	41	12.65	NA	NA
E3	C117	42	12.65	11.59	14
E3	C117	43	12.65	11.78	15.5
E3	C117	44	12.65	8.09	17.5
E3	C117	45	12.65	9.14	16
E3	C117	46	12.65	NA	NA
E3	C117	47	12.65	13.69	14.5
E3	C117	48	12.65	10.82	21
E3	C117	49	12.65	12.99	20
E3	C117	50	12.65	11.52	20
E3	C117	51	12.65	8.98	20
E3	C117	52	12.65	10.38	21
E3	C117	53	12.65	14.01	20.5
E3	C117	54	12.65	12.22	21
